Time,Surge,Sway,Yaw
2967.3,78.51068115,217.479248,-1057.989746
2967.4,75.03156281,210.7826233,-955.9696655
2967.5,71.11540985,201.7377625,-852.4331665
2967.6,67.01476288,190.9767609,-754
2967.7,63.10433197,179.9538116,-666.8399658
2967.8,59.73458481,170.4019012,-594.0819702
2967.9,57.09383011,163.6648254,-534.5956421
2968,55.13874817,160.1888885,-483.6707764
2968.1,53.62195587,159.3879852,-435.1942444
2968.2,52.20082855,159.9290924,-384.2305908
2968.3,50.57592773,160.2971649,-328.7936707
2968.4,48.59703064,159.3825378,-270.0899353
2968.5,46.29373169,156.8367462,-211.3256531
2968.6,43.82516479,153.0632629,-155.8607025
2968.7,41.38092804,148.882309,-105.7114563
2968.8,39.08443832,145.0537415,-61.08462524
2968.9,36.94338989,141.8907776,-20.98470116
2969,34.86481476,139.1354523,15.6424818
2969.1,32.71944427,136.129776,48.97878647
2969.2,30.41807365,132.174469,78.12986755
2969.3,27.96088409,126.8878632,101.6644287
2969.4,25.43821526,120.3924637,118.4653015
2969.5,22.98719406,113.2516556,128.321579
2969.6,20.72966385,106.2033768,131.9143982
2969.7,18.72318077,99.82954407,130.2684479
2969.8,16.9469471,94.31978607,124.0841904
2969.9,15.32537937,89.43262482,113.4217911
2970,13.77382088,84.6582489,97.95554352
2970.1,12.2424078,79.49493408,77.62497711
2970.2,10.73808861,73.70616913,53.22984695
2970.3,9.317594528,67.44509125,26.52676582
2970.4,8.058450699,61.2003479,-0.318194777
2970.5,7.023882866,55.59919739,-25.66412163
2970.6,6.237622261,51.16156387,-49.1976738
2970.7,5.677563667,48.11051941,-72.12325287
2970.8,5.28760767,46.31086731,-96.58570099
2970.9,4.999669075,45.34770966,-124.5953445
2971,4.75556612,44.69956589,-157.00737
2971.1,4.521021366,43.92904663,-193.0861206
2971.2,4.288990021,42.81720352,-230.873764
2971.3,4.074094772,41.39948273,-268.1572571
2971.4,3.902328968,39.9045372,-303.5226746
2971.5,3.800257444,38.63341904,-336.9607239
2971.6,3.786607504,37.83319473,-369.7453918
2971.7,3.867629766,37.61231613,-403.6943054
2971.8,4.036542416,37.92230225,-440.2255554
2971.9,4.276695251,38.60156631,-479.6951294
2972,4.567493916,39.45533371,-521.3173828
2972.1,4.891444683,40.33636475,-563.6514282
2972.2,5.240141869,41.19657898,-605.3587646
2972.3,5.617088318,42.0946846,-645.8338013
2972.4,6.036112309,43.16267014,-685.4093628
2972.5,6.515594959,44.54733658,-725.0664063
2972.6,7.070179939,46.3481636,-765.8006592
2972.7,7.702403069,48.56986237,-807.9217529
2972.8,8.396618843,51.09996033,-850.5483398
2972.9,9.116827965,53.71349716,-891.4619751
2973,9.809063911,56.10131836,-927.3547363
2973.1,10.4082346,57.91636658,-954.411377
2973.2,10.84864998,58.83188629,-969.1029053
2973.3,11.07678223,58.60411453,-969.0297241
2973.4,11.06383038,57.12888718,-953.616394
2973.5,10.81478596,54.47797012,-924.4512939
2973.6,10.37056923,50.9007225,-885.112793
2973.7,9.801095963,46.78276443,-840.4550171
2973.8,9.189969063,42.56630707,-795.5164795
2973.9,8.61486721,38.65215683,-754.3847046
2974,8.13013649,35.31431198,-719.4099731
2974.1,7.758008957,32.65755844,-691.0494385
2974.2,7.491783142,30.6343174,-668.3717651
2974.3,7.309342861,29.1135807,-649.9675903
2974.4,7.190748215,27.97244644,-634.8356323
2974.5,7.131722927,27.17009735,-622.8425903
2974.6,7.146866322,26.77185249,-614.5830688
2974.7,7.261530399,26.91425133,-610.7750244
2974.8,7.497044086,27.73076439,-611.5602417
2974.9,7.857349396,29.27716064,-616.1107788
2975,8.324320793,31.49578476,-622.7575073
2975.1,8.864375114,34.23801422,-629.5622559
2975.2,9.442866325,37.33366013,-635.0097046
2975.3,10.03850842,40.67078018,-638.4373779
2975.4,10.64991188,44.2425766,-639.9785767
2975.5,11.29051304,48.13433838,-640.0692139
2975.6,11.97442722,52.45448685,-638.8130493
2975.7,12.7007103,57.24380112,-635.5700073
2975.8,13.44450855,62.40985489,-628.9995728
2975.9,14.16000938,67.72195435,-617.5314331
2976,14.79388523,72.8711853,-600.0036621
2976.1,15.30242634,77.56632233,-576.1278687
2976.2,15.66371441,81.61742401,-546.5532837
2976.3,15.87900543,84.96546936,-512.5321045
2976.4,15.96339226,87.6452179,-475.4057617
2976.5,15.9316349,89.70513916,-436.2085876
2976.6,15.78758717,91.13243103,-395.5905457
2976.7,15.52355671,91.82985687,-354.0572815
2976.8,15.13039303,91.66434479,-312.3347168
2976.9,14.61298943,90.56758118,-271.5982971
2977,14.00261021,88.63837433,-233.3943481
2977.1,13.35864735,86.19065857,-199.2670898
2977.2,12.75757122,83.71471405,-170.2767792
2977.3,12.27319908,81.76033783,-146.6561432
2977.4,11.95674801,80.78941345,-127.7767487
2977.5,11.82526112,81.06087494,-112.4316635
2977.6,11.8628912,82.5958786,-99.28623199
2977.7,12.03338528,85.2321167,-87.28543854
2977.8,12.29702568,88.733078,-75.85929108
2977.9,12.62370968,92.89334106,-64.8939209
2978,12.99646854,97.58626556,-54.55587387
2978.1,13.40505505,102.7338409,-45.10560989
2978.2,13.83442688,108.221962,-36.79865646
2978.3,14.25558281,113.8162613,-29.88713264
2978.4,14.62487602,119.136116,-24.66262436
2978.5,14.89353371,123.7163849,-21.46706963
2978.6,15.02376747,127.1411133,-20.64211082
2978.7,15.00426006,129.1929779,-22.44945145
2978.8,14.85756397,129.9480591,-27.02631187
2978.9,14.6352129,129.7649384,-34.41662216
2979,14.40158081,129.1619568,-44.65700912
2979.1,14.21234226,128.6269379,-57.84277725
2979.2,14.09580708,128.4351349,-74.09620667
2979.3,14.0442791,128.5502472,-93.41714478
2979.4,14.01873302,128.6496735,-115.4819031
2979.5,13.96486187,128.2637024,-139.5150604
2979.6,13.83440018,126.97258,-164.3468018
2979.7,13.60384464,124.5831451,-188.6828766
2979.8,13.28404808,121.2185669,-211.4993591
2979.9,12.91784763,117.291954,-232.3934937
2980,12.56741047,113.3816376,-251.7263947
2980.1,12.29650688,110.0620804,-270.4834595
2980.2,12.15433121,107.7560959,-289.911438
2980.3,12.16627693,106.658638,-311.0956421
2980.4,12.33398819,106.7491379,-334.6620789
2980.5,12.64335442,107.8730469,-360.7182922
2980.6,13.0762682,109.8494568,-389.0202026
2980.7,13.62098122,112.5572586,-419.2405701
2980.8,14.27690792,115.9677124,-451.169281
2980.9,15.05221939,120.1162643,-484.7206421
2981,15.95542908,125.0313034,-519.7272339
2981.1,16.98431778,130.6517029,-555.6116943
2981.2,18.11628914,136.7657471,-591.0924072
2981.3,19.30353737,142.9931946,-624.071106
2981.4,20.4746933,148.8158875,-651.7824707
2981.5,21.54265976,153.6477356,-671.1905518
2981.6,22.4168148,156.9255981,-679.5337524
2981.7,23.01692772,158.200592,-674.8794556
2981.8,23.28610992,157.2123413,-656.5501709
2981.9,23.20046997,153.9341736,-625.3203735
2982,22.77380562,148.5827179,-583.3364868
2982.1,22.05642128,141.5908051,-533.7759399
2982.2,21.12799454,133.547287,-480.3156433
2982.3,20.08550262,125.1124191,-426.5253906
2982.4,19.02824211,116.9230576,-375.3223572
2982.5,18.04289436,109.5047302,-328.6084595
2982.6,17.1917305,103.2082062,-287.1630554
2982.7,16.50646782,98.18273163,-250.790741
2982.8,15.98875427,94.38928986,-218.6503754
2982.9,15.61637402,91.64632416,-189.6474915
2983,15.35272217,89.69192505,-162.7713776
2983.1,15.15635967,88.24336243,-137.3007355
2983.2,14.98800373,87.03874969,-112.8646317
2983.3,14.81377411,85.85464478,-89.39801788
2983.4,14.60522652,84.50376892,-67.05368805
2983.5,14.33801746,82.82472992,-46.12006378
2983.6,13.99121952,80.6763382,-26.96236229
2983.7,13.54856205,77.9444809,-9.976378441
2983.8,13.00142574,74.56073761,4.464922905
2983.9,12.3522625,70.5243988,16.07969093
2984,11.61666679,65.91674042,24.74773979
2984.1,10.82287312,60.89958572,30.5580349
2984.2,10.00862789,55.69727707,33.81168747
2984.3,9.21649456,50.56823349,34.97587204
2984.4,8.489093781,45.77542114,34.60216904
2984.5,7.865322113,41.56254196,33.23126602
2984.6,7.377607822,38.13671112,31.30318069
2984.7,7.049350739,35.65265274,29.08490944
2984.8,6.891612053,34.19249344,26.62473488
2984.9,6.899006844,33.74035645,23.74685478
2985,7.046215534,34.159832,20.10329628
2985.1,7.287630558,35.18933105,15.29096031
2985.2,7.562505722,36.47005463,9.014875412
2985.3,7.806231022,37.61113739,1.244416833
2985.4,7.965520382,38.27977371,-7.710453987
2985.5,8.012714386,38.28839493,-17.25974846
2985.6,7.953453064,37.64490891,-26.73182869
2985.7,7.823621273,36.54098892,-35.63739395
2985.8,7.675364494,35.2758255,-43.87584305
2985.9,7.556605816,34.13963318,-51.76817322
2986,7.49179697,33.30053329,-59.8737793
2986.1,7.471823692,32.74026489,-68.65812683
2986.2,7.457614422,32.26583099,-78.16681671
2986.3,7.39636755,31.59285545,-87.87709045
2986.4,7.243768215,30.4657917,-96.8221817
2986.5,6.982786179,28.76408195,-103.9497223
2986.6,6.630969048,26.54977036,-108.5509567
2986.7,6.233201981,24.0383606,-110.5515671
2986.8,5.843355179,21.50870895,-110.5164261
2986.9,5.503168583,19.19390106,-109.3625793
2987,5.227775097,17.20139503,-107.92276
2987.1,5.004002571,15.49501419,-106.5782623
2987.2,4.801578045,13.94172478,-105.1429749
2987.3,4.591547966,12.39711666,-103.0506439
2987.4,4.363278389,10.78843498,-99.7442627
2987.5,4.132626057,9.15899086,-95.07078552
2987.6,3.93833828,7.658582211,-89.49248505
2987.7,3.829165459,6.489807129,-84.02698517
2987.8,3.847784042,5.837522507,-79.96137238
2987.9,4.018026352,5.810989857,-78.47924042
2988,4.339317322,6.416992664,-80.3522644
2988.1,4.788465977,7.56547308,-85.78681946
2988.2,5.326221943,9.096725464,-94.43133545
2988.3,5.905460835,10.81638527,-105.4934921
2988.4,6.479244232,12.53000546,-117.9134598
2988.5,7.008696556,14.07634544,-130.5709991
2988.6,7.471097469,15.36065197,-142.5270233
2988.7,7.867192268,16.3839817,-153.282135
2988.8,8.224580765,17.25614357,-162.9804688
2988.9,8.593112946,18.17631721,-172.4425507
2989,9.030109406,19.37312126,-182.9293518
2989.1,9.577907562,21.01457214,-195.6428223
2989.2,10.24147797,23.11910248,-211.1176605
2989.3,10.97663212,25.50925636,-228.7721252
2989.4,11.69700527,27.84002876,-246.8777771
2989.5,12.30065632,29.7046032,-263.0515442
2989.6,12.70769215,30.78325272,-275.1260376
2989.7,12.89345074,30.97467232,-282.0369568
2989.8,12.90162086,30.4488678,-284.3072815
2989.9,12.82925797,29.5903492,-283.8585815
2990,12.78807545,28.84848213,-283.1870728
2990.1,12.85787678,28.55587769,-284.2568665
2990.2,13.05265617,28.79361725,-287.6193848
2990.3,13.31490612,29.36328506,-292.1775208
2990.4,13.54096413,29.87791634,-295.7063904
2990.5,13.62576199,29.92936134,-295.8747253
2990.6,13.50627518,29.25512314,-291.2691956
2990.7,13.18391609,27.83030701,-281.9355469
2990.8,12.7167263,25.84858894,-269.2088928
2990.9,12.18718529,23.61068344,-254.9722443
2991,11.66309166,21.38186264,-240.7644043
2991.1,11.17144966,19.29045296,-227.2065735
2991.2,10.69745159,17.31274033,-214.0138855
2991.3,10.20676994,15.3414402,-200.5229797
2991.4,9.676994324,13.29117393,-186.3851929
2991.5,9.119696617,11.17813206,-172.0030975
2991.6,8.580559731,9.129922867,-158.4577179
2991.7,8.117769241,7.323898315,-146.9810791
2991.8,7.771422386,5.893677711,-138.2980194
2991.9,7.541905403,4.86104393,-132.2359009
2992,7.390307426,4.134438038,-127.8439484
2992.1,7.261483192,3.575603247,-123.9660797
2992.2,7.117448807,3.095526218,-119.9465256
2992.3,6.962589264,2.723123312,-116.0666733
2992.4,6.846324444,2.605508089,-113.461937
2992.5,6.841268539,2.938619852,-113.5623169
2992.6,7.008707523,3.868547201,-117.3714905
2992.7,7.370669842,5.422776222,-124.9930115
2992.8,7.904667854,7.514976501,-135.6736755
2992.9,8.564752579,10.02455902,-148.3411865
2993,9.317592621,12.90652466,-162.3294373
2993.1,10.17300606,16.26442528,-177.8681946
2993.2,11.1901722,20.33388519,-196.0323792
2993.3,12.4529562,25.37015915,-218.1350708
2993.4,14.02422142,31.48684883,-244.85289
2993.5,15.9010191,38.52526093,-275.5301514
2993.6,17.99365425,46.02633286,-308.0341187
2993.7,20.1410675,53.33204651,-339.270874
2993.8,22.15794754,59.78232956,-366.1528625
2993.9,23.89409065,64.92747498,-386.6009521
2994,25.28096771,68.66753387,-400.1575317
2994.1,26.34677696,71.26281738,-407.9798889
2994.2,27.19571114,73.21641541,-412.2640381
2994.3,27.96240044,75.08228302,-415.3787537
2994.4,28.761343,77.2767868,-419.0693665
2994.5,29.65006065,79.95897675,-423.9994812
2994.6,30.61579514,83.00642395,-429.713501
2994.7,31.58432388,86.07150269,-434.9219971
2994.8,32.44189072,88.67810822,-437.9253845
2994.9,33.06017685,90.32051086,-437.0142212
2995,33.31851578,90.54515076,-430.7749329
2995.1,33.12290573,89.01715851,-418.3136597
2995.2,32.42349243,85.58036041,-399.4337463
2995.3,31.22993088,80.30897522,-374.7637634
2995.4,29.61957169,73.53166962,-345.7719421
2995.5,27.73083878,65.80013275,-314.5854187
2995.6,25.73734665,57.78701019,-283.5839844
2995.7,23.80651855,50.12950134,-254.8491058
2995.8,22.05600166,43.26929092,-229.6517487
2995.9,20.52599525,37.35510635,-208.1950836
2996,19.18161011,32.25688934,-189.7496185
2996.1,17.94706726,27.69420052,-173.1569519
2996.2,16.75821686,23.4264679,-157.5043335
2996.3,15.60960293,19.41840553,-142.6767578
2996.4,14.57291698,15.89984703,-129.5304413
2996.5,13.77617359,13.2868185,-119.5944748
2996.6,13.35158253,11.99740601,-114.4227524
2996.7,13.37589645,12.24924755,-114.8851852
2996.8,13.83156204,13.93700981,-120.7224274
2996.9,14.60773087,16.6508522,-130.5720673
2997,15.54117489,19.82843971,-142.4580688
2997.1,16.47795105,22.96779823,-154.522049
2997.2,17.32686043,25.79948235,-165.6650543
2997.3,18.0803566,28.33868217,-175.8162079
2997.4,18.79516983,30.79962349,-185.7252045
2997.5,19.54498482,33.42375565,-196.4031067
2997.6,20.37073326,36.31430817,-208.4992676
2997.7,21.25395393,39.36217117,-221.922226
2997.8,22.12537003,42.2966423,-235.8810425
2997.9,22.90186119,44.82722092,-249.3062439
2998,23.53013992,46.79491043,-261.4148865
2998.1,24.01247406,48.24798203,-272.1110535
2998.2,24.40018654,49.39962387,-281.9989929
2998.3,24.75847054,50.48944473,-291.9881287
2998.4,25.12192345,51.62417984,-302.6894836
2998.5,25.46573257,52.68590927,-313.9233704
2998.6,25.70958519,53.36280823,-324.6208496
2998.7,25.75448608,53.29443359,-333.2123718
2998.8,25.53519058,52.26342392,-338.3534241
2998.9,25.06219101,50.3390274,-339.6533508
2999,24.43131256,47.89807892,-338.0475769
2999.1,23.79414368,45.50598145,-335.5999756
2999.2,23.30109215,43.70602417,-334.7802734
2999.3,23.04190254,42.8081665,-337.5050659
2999.4,23.00979042,42.76890182,-344.3510437
2999.5,23.10476875,43.21284103,-354.2845459
2999.6,23.17435646,43.58456421,-365.0325623
2999.7,23.07391357,43.36485291,-373.947998
2999.8,22.72136879,42.26198196,-379.0144348
2999.9,22.12467384,40.30423737,-379.5843201
3000,21.37276268,37.80461884,-376.5643616
3000.1,20.59598541,35.22118378,-371.9920959
3000.2,19.91345215,32.97475052,-368.1907959
3000.3,19.38826942,31.29569244,-366.8417358
3000.4,19.00667,30.15320015,-368.3244019
3000.5,18.68670464,29.28457069,-371.5546875
3000.6,18.31105614,28.30459595,-374.3569336
3000.7,17.77071571,26.85010338,-374.2185974
3000.8,17.0042305,24.70868874,-369.1602478
3000.9,16.02035332,21.8923912,-358.4397888
3001,14.89863873,18.63928223,-342.8838806
3001.1,13.76964188,15.34968567,-324.770813
3001.2,12.78205872,12.4814415,-307.3213806
3001.3,12.06666756,10.43633366,-293.9561462
3001.4,11.70642567,9.467303276,-287.5195313
3001.5,11.71911144,9.62620163,-289.6561584
3001.6,12.05493546,10.75876713,-300.4631653
3001.7,12.60772324,12.54162979,-318.463501
3001.8,13.23579216,14.54843903,-340.8734131
3001.9,13.78773308,16.32971382,-364.091095
3002,14.12868786,17.49256325,-384.3184814
3002.1,14.16363716,17.76947594,-398.2289734
3002.2,13.8548336,17.06770706,-403.5966797
3002.3,13.23070049,15.49153519,-399.7917175
3002.4,12.38355446,13.33039474,-388.0319824
3002.5,11.45449638,11.00903797,-371.2843933
3002.6,10.60625744,9.003613472,-353.7590942
3002.7,9.98860836,7.738683701,-340.0449829
3002.8,9.704731941,7.49074173,-334.0718384
3002.9,9.78856945,8.327532768,-338.1925659
3003,10.20114231,10.10510635,-352.6925964
3003.1,10.8478899,12.52620411,-375.9183655
3003.2,11.61126328,15.24058533,-404.9927063
3003.3,12.38647461,17.95026398,-436.8437805
3003.4,13.10661888,20.47938728,-469.1283875
3003.5,13.74779415,22.78297234,-500.664032
3003.6,14.31367397,24.89538574,-531.2035522
3003.7,14.80840302,26.84661484,-560.6970825
3003.8,15.21197033,28.5887394,-588.4396973
3003.9,15.4708147,29.96932793,-612.5672607
3004,15.5086298,30.76502609,-630.1939087
3004.1,15.25216293,30.75898933,-638.1578369
3004.2,14.65934372,29.82470322,-634.0285034
3004.3,13.73612309,27.97686577,-616.8892212
3004.4,12.53458977,25.36785316,-587.5290527
3004.5,11.13471413,22.23618889,-547.9942017
3004.6,9.62039566,18.83644485,-500.7934875
3004.7,8.062625885,15.38606262,-448.2310791
3004.8,6.517606735,12.05114555,-392.2471313
3004.9,5.038242817,8.968391418,-334.8263245
3005,3.689004421,6.278577328,-278.6622925
3005.1,2.551572084,4.140773296,-227.559082
3005.2,1.713592052,2.709359169,-186.1401367
3005.3,1.242777348,2.080544949,-158.7948151
3005.4,1.158038974,2.237105131,-148.23703
3005.5,1.412934184,3.026287556,-154.3372345
3005.6,1.902186513,4.191895962,-173.8472595
3005.7,2.491385221,5.454240322,-201.2663269
3005.8,3.058652163,6.60559988,-230.5717468
3005.9,3.530917168,7.578341007,-257.1231079
3006,3.899698973,8.454031944,-278.9572754
3006.1,4.210757256,9.409322739,-296.9695435
3006.2,4.533848286,10.62399673,-313.9848633
3006.3,4.927157879,12.19329834,-333.2067871
3006.4,5.411913395,14.08240128,-356.7565918
3006.5,5.966318607,16.13874435,-384.8921204
3006.6,6.5380373,18.14998245,-416.1124573
3006.7,7.066252708,19.91602516,-447.9256287
3006.8,7.501671791,21.30177689,-477.7997131
3006.9,7.816335678,22.25205803,-503.8383789
3007,8.002004623,22.77211952,-524.9683838
3007.1,8.062018394,22.89373398,-540.7327881
3007.2,8.003718376,22.65003204,-550.9728394
3007.3,7.836116314,22.07180786,-555.6659546
3007.4,7.572697639,21.20181274,-555.0057983
3007.5,7.23530674,20.11144447,-549.6034546
3007.6,6.854336262,18.90335083,-540.5853271
3007.7,6.463182449,17.6931839,-529.4298096
3007.8,6.089028358,16.57758522,-517.5634766
3007.9,5.744832039,15.60489178,-505.9099731
3008,5.427050591,14.76428699,-494.6337585
3008.1,5.120482922,13.99929714,-483.223053
3008.2,4.807609081,13.23847294,-470.8626404
3008.3,4.477459908,12.42756748,-456.8905945
3008.4,4.12967968,11.54810715,-441.0984497
3008.5,3.772525787,10.61582375,-423.742157
3008.6,3.417071342,9.663691521,-405.3101501
3008.7,3.071712017,8.721570969,-386.2292175
3008.8,2.740219831,7.80416584,-366.7025757
3008.9,2.423834801,6.912155628,-346.7643127
3009,2.125105619,6.04279089,-326.480072
3009.1,1.850215793,5.20114994,-306.125
3009.2,1.607877135,4.404245853,-286.1927795
3009.3,1.405513287,3.675886869,-267.2111206
3009.4,1.245579123,3.03648138,-249.4827271
3009.5,1.124971747,2.494870663,-232.9339752
3009.6,1.038514853,2.047268867,-217.1985779
3009.7,0.984715581,1.683305264,-201.9185944
3009.8,0.970238626,1.394556046,-187.1044464
3009.9,1.009987354,1.179750085,-173.3453369
3010,1.122091055,1.04346931,-161.7349243
3010.1,1.319987297,0.989587247,-153.5291748
3010.2,1.605407953,1.013895512,-149.6927643
3010.3,1.965524554,1.100498676,-150.5384674
3010.4,2.3752563,1.22398603,-155.600647
3010.5,2.803287029,1.356170177,-163.7580109
3010.6,3.219122171,1.474440813,-173.5134277
3010.7,3.599014521,1.569140553,-183.307312
3010.8,3.930045366,1.648743987,-191.7865143
3010.9,4.212713242,1.742315173,-198.0177155
3011,4.462211609,1.898082137,-201.6634064
3011.1,4.707481384,2.17608881,-203.1041718
3011.2,4.986424923,2.633807421,-203.433609
3011.3,5.33664465,3.307332516,-204.2371521
3011.4,5.783759594,4.195831776,-207.1427612
3011.5,6.332259178,5.259553432,-213.2734985
3011.6,6.964644432,6.438245296,-222.853653
3011.7,7.651740074,7.686880112,-235.2160797
3011.8,8.371253014,9.013443947,-249.2901459
3011.9,9.12586689,10.4967289,-264.3832703
3012,9.95022583,12.26709652,-280.853363
3012.1,10.90031147,14.45045757,-300.2573547
3012.2,12.02776146,17.09788322,-324.7999878
3012.3,13.35109043,20.13769531,-356.2955933
3012.4,14.8398695,23.38272285,-395.1793823
3012.5,16.42313004,26.6006546,-440.1539612
3012.6,18.02100182,29.62048912,-488.7596436
3012.7,19.58477592,32.42137909,-538.6455078
3012.8,21.12322426,35.14931107,-588.8670044
3012.9,22.69742203,38.03739548,-640.4282837
3013,24.38169861,41.2556076,-695.6286011
3013.1,26.20745468,44.76010895,-756.4191284
3013.2,28.11896706,48.22576141,-822.5865479
3013.3,29.96818733,51.11478806,-890.7944336
3013.4,31.5581398,52.87107468,-955.1704712
3013.5,32.7199173,53.16279221,-1009.355957
3013.6,33.3889389,52.06134033,-1049.13855
3013.7,33.64296722,50.06397629,-1074.395996
3013.8,33.68075562,47.93625641,-1089.341187
3013.9,33.74822998,46.43647003,-1100.873779
3014,34.04547119,46.04487228,-1115.791992
3014.1,34.65792465,46.82234955,-1138.211792
3014.2,35.54377365,48.46274948,-1168.429565
3014.3,36.58132935,50.50849533,-1203.717407
3014.4,37.65016556,52.61861038,-1240.531738
3014.5,38.70325089,54.75345993,-1276.89856
3014.6,39.79333496,57.18564606,-1313.694702
3014.7,41.04193497,60.33849335,-1354.19104
3014.8,42.57039261,64.54459381,-1402.201416
3014.9,44.43238449,69.85812378,-1459.944336
3015,46.58548355,76.02379608,-1526.850342
3015.1,48.91699219,82.61850739,-1599.977417
3015.2,51.30848694,89.2855072,-1675.75769
3015.3,53.70165253,95.92816925,-1752.026489
3015.4,56.12708282,102.7504807,-1829.12561
3015.5,58.67839432,110.1149979,-1909.408203
3015.6,61.44507217,118.2909317,-1995.403687
3015.7,64.44126129,127.22995,-2087.692383
3015.8,67.57128143,136.4979401,-2183.73584
3015.9,70.65349579,145.4111481,-2278.393555
3016,73.49220276,153.3158112,-2365.913818
3016.1,75.96101379,159.8707581,-2442.358887
3016.2,78.0535965,165.1859589,-2507.15332
3016.3,79.87476349,169.7415466,-2562.92041
3016.4,81.57611084,174.1251984,-2613.697021
3016.5,83.27013397,178.7207947,-2662.501221
3016.6,84.96788025,183.5079193,-2709.57373
3016.7,86.57303619,188.076004,-2752.235352
3016.8,87.93526459,191.8471527,-2786.421875
3016.9,88.93481445,194.3953705,-2809.054932
3017,89.55461121,195.7019348,-2819.972656
3017.1,89.90290833,196.2198029,-2822.405029
3017.2,90.17536163,196.716156,-2821.750488
3017.3,90.57566833,197.9692535,-2823.285156
3017.4,91.2326355,200.4607544,-2829.928711
3017.5,92.15078735,204.1970673,-2841.082275
3017.6,93.21225739,208.7214508,-2852.944336
3017.7,94.22225952,213.2864227,-2859.972168
3017.8,94.97216034,217.0895538,-2856.69458
3017.9,95.29183197,219.4684906,-2839.086182
3018,95.07537079,219.9960632,-2805.139648
3018.1,94.28247833,218.4844208,-2754.774658
3018.2,92.9298172,214.9519348,-2689.511719
3018.3,91.08641815,209.6082306,-2612.268311
3018.4,88.87606049,202.8708801,-2527.285156
3018.5,86.4766922,195.3776703,-2439.884766
3018.6,84.10191345,187.9341888,-2355.71582
3018.7,81.95726776,181.3614807,-2279.436523
3018.8,80.1808548,176.2688904,-2213.245117
3018.9,78.79286194,172.83992,-2155.977295
3019,77.68179321,170.7403564,-2103.390869
3019.1,76.64224243,169.2200928,-2049.756592
3019.2,75.45463562,167.3932343,-1990.188965
3019.3,73.9747467,164.5892944,-1922.690796
3019.4,72.19223785,160.6215668,-1848.923828
3019.5,70.22952271,155.8453217,-1773.288452
3019.6,68.27983093,150.9726563,-1700.734253
3019.7,66.51352692,146.726593,-1634.380249
3019.8,64.99823761,143.4988708,-1574.144653
3019.9,63.67251205,141.1779175,-1517.078247
3020,62.3867569,139.2343903,-1459.217041
3020.1,60.99136353,137.0264893,-1397.971558
3020.2,59.42758942,134.1771088,-1333.77124
3020.3,57.77418137,130.8354492,-1270.054199
3020.4,56.223423,127.6854172,-1211.535278
3020.5,54.99450684,125.6808624,-1161.579102
3020.6,54.22267914,125.6159668,-1119.982056
3020.7,53.8752861,127.7187576,-1082.294678
3020.8,53.73432541,131.4489136,-1041.088257
3020.9,53.45547104,135.5929565,-988.6469116
3021,52.67990112,138.6226501,-919.9154053
3021.1,51.15326309,139.1734772,-834.4429321
3021.2,48.80491638,136.4567261,-736.5560303
3021.3,45.75960541,130.4563446,-633.7976685
3021.4,42.28297424,121.8567047,-534.3951416
3021.5,38.68822479,111.7566986,-444.8380127
3021.6,35.2429924,101.2996368,-368.4646301
3021.7,32.10986328,91.36238861,-305.4068909
3021.8,29.33533287,82.40170288,-253.6300049
3021.9,26.88050079,74.47863007,-210.4061432
3022,24.67181396,67.409935,-173.5233765
3022.1,22.64682961,60.95698547,-141.8066864
3022.2,20.77786255,54.96812057,-114.9342499
3022.3,19.06967735,49.42863464,-92.85642242
3022.4,17.53949928,44.42182922,-75.23661804
3022.5,16.19351768,40.04136658,-61.22227097
3022.6,15.01251221,36.30739212,-49.62054825
3022.7,13.95257473,33.12659073,-39.33092117
3022.8,12.95901299,30.30982018,-29.77741432
3022.9,11.98609257,27.63461113,-21.11394691
3023,11.01385021,24.92358017,-14.1053791
3023.1,10.0555315,22.10778809,-9.738976479
3023.2,9.153477669,19.25354004,-8.728760719
3023.3,8.365527153,16.54598999,-11.1052103
3023.4,7.746813297,14.23716545,-16.03897285
3023.5,7.332677841,12.57554913,-21.95745087
3023.6,7.127573967,11.73790359,-26.91287994
3023.7,7.102689743,11.78174591,-29.08042908
3023.8,7.202465057,12.63027954,-27.22651672
3023.9,7.35767889,14.09229374,-21.00089455
3024,7.501086712,15.90984631,-10.96726036
3024.1,7.581103325,17.81904221,1.622633338
3024.2,7.56991291,19.60609436,15.21863556
3024.3,7.464399338,21.14341164,28.38104439
3024.4,7.280668259,22.39774323,40.06919098
3024.5,7.04483366,23.4119854,49.72951889
3024.6,6.783512592,24.27030563,57.18859482
3024.7,6.516866684,25.05997849,62.42970276
3024.8,6.255563736,25.84167862,65.36125946
3024.9,6.001347065,26.63435555,65.66493988
3025,5.749787807,27.41417885,62.76028824
3025.1,5.493542671,28.12252617,55.87305832
3025.2,5.224952221,28.67702866,44.17088318
3025.3,4.937607765,28.9820652,26.93512726
3025.4,4.627138615,28.93852425,3.753159761
3025.5,4.291654587,28.45486259,-25.28178406
3025.6,3.932095528,27.46109009,-59.39559937
3025.7,3.552444458,25.92462158,-97.04373169
3025.8,3.159580708,23.86388016,-135.9761505
3025.9,2.762611628,21.35401917,-173.4927368
3026,2.371719837,18.52070808,-206.8539124
3026.1,1.996780634,15.52200222,-233.7354126
3026.2,1.646124244,12.52316475,-252.5814972
3026.3,1.32581687,9.672544479,-262.7463379
